Australia, 34156, 1501.87
Australia, 35424, 493.85
Australia, 48092, 1786.75
Australia, 43307, 325.54
Australia, 42073, 1992.83
Australia, 40975, 47.76
Australia, 44092, 1075.08
Australia, 48631, 1560.86
Australia, 48506, 138.41
Australia, 48493, 80.18
Australia, 49938, 1911.93
Vanuatu, 24913, 1012.98
Vanuatu, 13587, 999.64
Vanuatu, 5733, 251.77
Vanuatu, 3080, 401.2
Vanuatu, 1105, 1726.47
Vanuatu, 149, 507.44
Vanuatu, 5599, 264.18
Vanuatu, 3091, 1016.69
Vanuatu, 9786, 504.23
Vanuatu, 8469, 1844.23
Vanuatu, 6098, 327.73
Vanuatu, 13316, 134.02
Vanuatu, 18115, 1508.49
Vanuatu, 16725, 244.54
Vanuatu, 16473, 1348.62
Vanuatu, 15661, 248.08
Vanuatu, 18067, 203.31
Vanuatu, 21251, 162.03
Vanuatu, 20978, 783.26
Vanuatu, 19302, 1440.67
Vanuatu, 22187, 182.57
Vanuatu, 35142, 123.81
Vanuatu, 31961, 1105.68
Vanuatu, 30074, 1718.57
Vanuatu, 29493, 713.7
Vanuatu, 28280, 990.68
Vanuatu, 30128, 1629.5
Vanuatu, 34059, 1368.92
Vanuatu, 33321, 1789.4
Vanuatu, 32088, 287.75
Vanuatu, 35047, 1668.41
Vanuatu, 42472, 658.88
Vanuatu, 40934, 1455.66
Vanuatu, 40331, 567.6
Vanuatu, 39671, 1963.04
Vanuatu, 42289, 753.46
Vanuatu, 46708, 1513.71
Vanuatu, 43972, 1574.94
Vanuatu, 43291, 1058.74
Vanuatu, 47627, 397.88
Bulgaria, 25631, 1158.08
Bulgaria, 10854, 382.65
Bulgaria, 8433, 1689.3
Bulgaria, 4703, 650.73
Bulgaria, 1847, 907.07
Bulgaria, 1802, 908.44
Bulgaria, 7764, 1335.47
Bulgaria, 5727, 1122.06
Bulgaria, 9947, 760.25
Bulgaria, 9491, 902.12
Bulgaria, 8496, 1089.55
Bulgaria, 10052, 1509.56
Bulgaria, 18133, 1901.93
Bulgaria, 15864, 966.73
Bulgaria, 14943, 1717.41
Bulgaria, 12294, 1242.38
Bulgaria, 17174, 1817.61
Bulgaria, 23992, 691.71
Bulgaria, 23543, 692.46
Bulgaria, 19591, 319.93
Bulgaria, 24587, 978.81
Bulgaria, 35640, 1791.85
Bulgaria, 30224, 991.51
Bulgaria, 28527, 15.45
Bulgaria, 26943, 1718.68
Bulgaria, 26831, 329.87
Bulgaria, 30091, 1004.05
Bulgaria, 33400, 1059.1
Bulgaria, 30742, 678.51
Bulgaria, 30375, 846.02
Bulgaria, 35048, 441.61
Bulgaria, 47343, 1377.94
Bulgaria, 42322, 1417.0
Bulgaria, 41606, 1240.84
Bulgaria, 39600, 1150.63
Bulgaria, 47087, 184.82
Bulgaria, 49311, 748.98
Bulgaria, 48712, 1087.79
Bulgaria, 48172, 176.32
Bulgaria, 49925, 816.26
Mongolia, 29652, 1214.4
Mongolia, 17997, 1996.16
Mongolia, 12873, 974.25
Mongolia, 8887, 876.53
Mongolia, 3612, 703.09
Mongolia, 3260, 1779.4
Mongolia, 12143, 1554.97
Mongolia, 10759, 1835.5
Mongolia, 16722, 1084.63
Mongolia, 16129, 1291.44
Mongolia, 14002, 1006.31
Mongolia, 17175, 1013.16
Mongolia, 26698, 1183.53
Mongolia, 20903, 1077.98
Mongolia, 19741, 417.25
Mongolia, 19253, 418.77
Mongolia, 22406, 536.6
Mongolia, 28014, 302.99
Mongolia, 27115, 1066.79
Mongolia, 26881, 1361.35
Mongolia, 28909, 1098.67
Mongolia, 40590, 621.04
Mongolia, 37020, 1469.01
Mongolia, 36071, 942.93
Mongolia, 34505, 1979.77
Mongolia, 30396, 1374.99
Mongolia, 36687, 1512.12
Mongolia, 40220, 1469.59
Mongolia, 40112, 393.09
Mongolia, 37344, 1461.13
Mongolia, 40529, 1283.06
Mongolia, 46179, 1794.29
Mongolia, 43546, 872.63
Mongolia, 42652, 994.33
Mongolia, 40897, 1356.92
Mongolia, 45201, 1218.67
Mongolia, 48666, 1737.29
Mongolia, 47960, 1022.92
Mongolia, 47638, 464.15
Mongolia, 49452, 1205.49
Armenia, 21555, 559.66
Armenia, 11374, 221.09
Armenia, 8337, 1200.25
Armenia, 2971, 863.91
Armenia, 2735, 772.47
Armenia, 2309, 1840.65
Armenia, 5229, 1621.46
Armenia, 4948, 567.57
Armenia, 10081, 1686.21
Armenia, 9565, 966.13
Armenia, 9541, 581.95
Armenia, 11171, 1560.88
Armenia, 14932, 140.38
Armenia, 13636, 944.38
Armenia, 12770, 617.63
Armenia, 12257, 1345.81
Armenia, 14116, 1348.83
Armenia, 19870, 1834.36
Armenia, 19115, 1437.17
Armenia, 15142, 1255.36
Armenia, 21380, 1633.46
Armenia, 34764, 1384.12
Armenia, 27460, 1402.74
Armenia, 25154, 256.21
Armenia, 23488, 141.15
Armenia, 22456, 860.95
Armenia, 25228, 534.65
Armenia, 32977, 122.77
Armenia, 31325, 189.22
Armenia, 28722, 1949.84
Armenia, 34514, 634.08
Armenia, 40166, 319.83
Armenia, 39685, 719.6
Armenia, 39058, 1604.14
Armenia, 38371, 1560.66
Armenia, 40044, 1417.66
Armenia, 45021, 1238.07
Armenia, 44563, 857.39
Armenia, 43842, 642.44
Armenia, 49483, 1712.64
Yemen, 22465, 785.67
Yemen, 11158, 194.69
Yemen, 6963, 1500.8
Yemen, 3104, 1496.77
Yemen, 796, 41.58
Yemen, 150, 681.54
Yemen, 6274, 62.47
Yemen, 4059, 1586.42
Yemen, 8882, 1533.44
Yemen, 8435, 1982.14
Yemen, 7967, 1204.51
Yemen, 9989, 1714.02
Yemen, 14682, 91.73
Yemen, 11668, 705.31
Yemen, 11344, 1520.76
Yemen, 11289, 1142.46
Yemen, 12403, 1353.99
Yemen, 20481, 307.67
Yemen, 18030, 1436.35
Yemen, 14945, 1367.7
Yemen, 22199, 1774.97
Yemen, 35817, 980.04
Yemen, 25603, 680.91
Yemen, 22855, 812.98
Yemen, 22828, 1641.89
Yemen, 22821, 1161.3
Yemen, 23616, 1953.53
Yemen, 31568, 750.99
Yemen, 30229, 446.08
Yemen, 26308, 446.27
Yemen, 33761, 11.87
Yemen, 46687, 1609.04
Yemen, 40331, 688.8
Yemen, 38416, 1275.89
Yemen, 37179, 496.43
Yemen, 42025, 1937.79
Yemen, 49663, 1301.36
Yemen, 49509, 809.96
Yemen, 49423, 771.48
Yemen, 49708, 532.95
Bahamas, 28737, 1641.38
Bahamas, 17589, 1294.39
Bahamas, 7911, 1133.32
Bahamas, 4030, 338.25
Bahamas, 2004, 1340.86
Bahamas, 940, 1994.45
Bahamas, 4937, 1201.53
Bahamas, 4612, 1629.53
Bahamas, 13660, 1168.18
Bahamas, 12623, 780.08
Bahamas, 10974, 105.74
Bahamas, 16560, 1480.27
Bahamas, 25923, 1076.79
Bahamas, 21927, 1819.44
Bahamas, 21586, 500.64
Bahamas, 19236, 834.56
Bahamas, 25579, 70.34
Bahamas, 27246, 474.62
Bahamas, 26889, 627.22
Bahamas, 26129, 626.71
Bahamas, 27914, 1937.21
Bahamas, 43975, 1256.67
Bahamas, 39280, 512.02
Bahamas, 35685, 951.41
Bahamas, 34900, 1075.1
Bahamas, 30530, 1295.72
Bahamas, 36469, 1059.46
Bahamas, 41757, 311.43
Bahamas, 40185, 1558.04
Bahamas, 39323, 1536.17
Bahamas, 42468, 993.6
Bahamas, 44820, 334.08
Bahamas, 44337, 46.91
Bahamas, 44193, 1301.78
Bahamas, 43989, 1213.47
Bahamas, 44611, 1352.65
Bahamas, 49482, 523.61
Bahamas, 47465, 1007.82
Bahamas, 45691, 1770.26
Bahamas, 49923, 1214.32
Trinidad & Tobago, 23575, 1289.33
Trinidad & Tobago, 15345, 879.19
Trinidad & Tobago, 6860, 675.42
Trinidad & Tobago, 1823, 243.86
Trinidad & Tobago, 875, 196.15
Trinidad & Tobago, 521, 329.91
Trinidad & Tobago, 6615, 1072.89
Trinidad & Tobago, 6064, 1286.52
Trinidad & Tobago, 12243, 1185.1
Trinidad & Tobago, 9504, 899.29
Trinidad & Tobago, 7889, 159.53
Trinidad & Tobago, 12609, 961.44
Trinidad & Tobago, 19758, 1145.35
Trinidad & Tobago, 18022, 251.32
Trinidad & Tobago, 17408, 322.21
Trinidad & Tobago, 15732, 976.79
Trinidad & Tobago, 18609, 473.96
Trinidad & Tobago, 21422, 1486.63
Trinidad & Tobago, 20265, 1002.24
Trinidad & Tobago, 20257, 169.54
Trinidad & Tobago, 23527, 218.2
Trinidad & Tobago, 39178, 1272.94
Trinidad & Tobago, 26805, 1132.65
Trinidad & Tobago, 25419, 1154.94
Trinidad & Tobago, 23972, 1543.63
Trinidad & Tobago, 23746, 302.33
Trinidad & Tobago, 26326, 1787.2
Trinidad & Tobago, 29951, 1834.4
Trinidad & Tobago, 27783, 1573.08
Trinidad & Tobago, 26826, 1804.43
Trinidad & Tobago, 35089, 1847.07
Trinidad & Tobago, 43185, 1867.64
Trinidad & Tobago, 41340, 1298.4
Trinidad & Tobago, 40937, 1653.52
Trinidad & Tobago, 39831, 616.18
Trinidad & Tobago, 41536, 293.54
Trinidad & Tobago, 48190, 331.46
Trinidad & Tobago, 48139, 925.22
Trinidad & Tobago, 47943, 1553.33
Trinidad & Tobago, 48605, 339.31
Spain, 28318, 594.0
Spain, 16200, 50.49
Spain, 6741, 982.18
Spain, 5500, 1109.78
Spain, 5078, 1376.08
Spain, 4319, 1131.71
Spain, 6699, 1264.46
Spain, 6330, 1576.48
Spain, 14388, 1062.84
Spain, 11901, 911.47
Spain, 7079, 1893.2
Spain, 14873, 1869.75
Spain, 24491, 750.1
Spain, 20673, 1793.22
Spain, 17493, 342.93
Spain, 16430, 614.07
Spain, 24049, 1685.79
Spain, 26227, 631.23
Spain, 25968, 1166.99
Spain, 25931, 1489.96
Spain, 27666, 1447.96
Spain, 40212, 179.14
Spain, 38529, 201.92
Spain, 30568, 1256.86
Spain, 30004, 218.86
Spain, 29058, 404.43
Spain, 31765, 490.4
Spain, 39123, 1755.62
Spain, 39117, 1862.92
Spain, 38535, 208.74
Spain, 39804, 957.04
Spain, 44273, 1715.65
Spain, 42291, 79.59
Spain, 41768, 317.35
Spain, 41664, 784.07
Spain, 42435, 1405.94
Spain, 48708, 1060.57
Spain, 47595, 1305.65
Spain, 47408, 1995.16
Spain, 48800, 97.48
Russian Federation, 29950, 1148.56
Russian Federation, 15815, 1192.77
Russian Federation, 6351, 829.08
Russian Federation, 1785, 1747.75
Russian Federation, 832, 626.59
Russian Federation, 339, 593.44
Russian Federation, 3791, 484.36
Russian Federation, 2607, 572.76
Russian Federation, 11722, 1863.9
Russian Federation, 11638, 188.8
Russian Federation, 11234, 1350.83
Russian Federation, 14144, 688.72
Russian Federation, 25135, 1512.53
Russian Federation, 18016, 783.32
Russian Federation, 17395, 469.36
Russian Federation, 16269, 1443.64
Russian Federation, 24081, 1489.25
Russian Federation, 28473, 1249.42
Russian Federation, 26338, 1587.97
Russian Federation, 26008, 256.27
Russian Federation, 28537, 1251.98
Russian Federation, 39786, 1478.21
Russian Federation, 36494, 1817.34
Russian Federation, 34648, 492.47
Russian Federation, 32813, 1032.71
Russian Federation, 30507, 1088.78
Russian Federation, 36444, 1929.02
Russian Federation, 37897, 565.65
Russian Federation, 37151, 1313.64
Russian Federation, 36995, 1673.43
Russian Federation, 38406, 388.74
Russian Federation, 45099, 584.08
Russian Federation, 43881, 1739.18
Russian Federation, 42949, 1402.17
Russian Federation, 42762, 1736.24
Russian Federation, 44130, 388.01
Russian Federation, 49771, 85.08
Russian Federation, 48009, 1521.07
Russian Federation, 46817, 1592.75
Russian Federation, 49891, 1809.6
Djibouti, 29585, 1445.37
Djibouti, 15822, 1201.82
Djibouti, 8370, 1487.71
Djibouti, 5562, 553.79
Djibouti, 3822, 54.01
Djibouti, 233, 1140.77
Djibouti, 6449, 1597.26
Djibouti, 6199, 620.21
Djibouti, 13818, 1073.04
Djibouti, 10321, 1126.4
Djibouti, 9972, 1971.33
Djibouti, 15542, 1162.87
Djibouti, 21139, 376.73
Djibouti, 19032, 1728.46
Djibouti, 18371, 282.18
Djibouti, 17079, 1538.49
Djibouti, 19853, 1744.64
Djibouti, 28429, 932.64
Djibouti, 27857, 1130.58
Djibouti, 24175, 1462.79
Djibouti, 29272, 1166.31
Djibouti, 37616, 473.7
Djibouti, 35231, 53.91
Djibouti, 30414, 867.64
Djibouti, 30242, 1615.99
Djibouti, 29596, 791.68
Djibouti, 34006, 971.5
Djibouti, 36257, 1661.23
Djibouti, 36174, 1658.98
Djibouti, 35816, 870.4
Djibouti, 37560, 437.98
Djibouti, 46519, 1692.25
Djibouti, 40328, 1426.2
Djibouti, 39752, 1564.23
Djibouti, 37722, 569.73
Djibouti, 45060, 690.78
Djibouti, 48018, 168.14
Djibouti, 47598, 852.58
Djibouti, 47011, 1759.86
Djibouti, 48869, 372.36
Ethiopia, 23448, 1106.68
Ethiopia, 12926, 566.98
Ethiopia, 2558, 599.13
Ethiopia, 901, 739.71
Ethiopia, 696, 506.73
Ethiopia, 694, 623.58
Ethiopia, 2042, 1600.47
Ethiopia, 1451, 936.94
Ethiopia, 11692, 906.22
Ethiopia, 8654, 338.56
Ethiopia, 7798, 827.36
Ethiopia, 11989, 1741.19
Ethiopia, 16476, 1729.05
Ethiopia, 14975, 1606.61
Ethiopia, 13906, 471.72
Ethiopia, 13280, 189.96
Ethiopia, 16335, 969.04
Ethiopia, 19895, 717.47
Ethiopia, 19030, 280.32
Ethiopia, 18627, 102.28
Ethiopia, 21612, 1906.12
Ethiopia, 37518, 946.88
Ethiopia, 33411, 1494.92
Ethiopia, 29550, 1734.72
Ethiopia, 27785, 936.19
Ethiopia, 27269, 1118.42
Ethiopia, 30601, 1870.21
Ethiopia, 36397, 1555.93
Ethiopia, 35100, 1829.36
Ethiopia, 33872, 679.95
Ethiopia, 36711, 1756.83
Ethiopia, 43818, 1759.32
Ethiopia, 41684, 231.52
Ethiopia, 37776, 1439.56
Ethiopia, 37624, 514.49
Ethiopia, 42158, 879.09
Ethiopia, 49248, 103.93
Ethiopia, 48726, 665.58
Ethiopia, 47762, 175.62
Ethiopia, 49291, 850.47
Eswatini, 32373, 632.48
Eswatini, 17170, 1647.27
Eswatini, 13807, 832.11
Eswatini, 4138, 1007.13
Eswatini, 3650, 367.33
Eswatini, 1733, 807.54
Eswatini, 12925, 920.97
Eswatini, 9258, 1758.17
Eswatini, 15259, 1565.42
Eswatini, 14224, 1172.02
Eswatini, 14154, 1020.0
Eswatini, 17156, 979.61
Eswatini, 24218, 330.38
Eswatini, 23154, 1592.71
Eswatini, 21384, 1883.76
Eswatini, 19968, 565.25
Eswatini, 23821, 684.75
Eswatini, 27433, 1689.45
Eswatini, 26898, 460.37
Eswatini, 24666, 439.91
Eswatini, 28887, 1800.68
Eswatini, 40421, 1039.66
Eswatini, 36623, 1035.91
Eswatini, 35273, 146.07
Eswatini, 34624, 179.31
Eswatini, 34117, 1570.61
Eswatini, 35619, 1211.83
Eswatini, 39473, 1745.27
Eswatini, 39401, 569.87
Eswatini, 37569, 464.73
Eswatini, 39683, 1940.72
Eswatini, 44367, 212.79
Eswatini, 43291, 829.26
Eswatini, 43069, 411.73
Eswatini, 43044, 664.54
Eswatini, 44077, 1151.42
Eswatini, 49191, 413.74
Eswatini, 48333, 1872.85
Eswatini, 44925, 1572.28
Eswatini, 49648, 1381.82
Slovakia, 21116, 1799.29
Slovakia, 12997, 356.96
Slovakia, 8707, 1437.82
Slovakia, 5648, 1358.11
Slovakia, 5253, 1317.67
Slovakia, 2006, 1625.95
Slovakia, 8691, 878.05
Slovakia, 6609, 1796.51
Slovakia, 9827, 201.97
Slovakia, 9771, 1182.52
Slovakia, 8721, 280.33
Slovakia, 12604, 1605.03
Slovakia, 15845, 1893.57
Slovakia, 15010, 1719.58
Slovakia, 14551, 1115.9
Slovakia, 13639, 1146.5
Slovakia, 15813, 379.12
Slovakia, 18739, 851.08
Slovakia, 17365, 867.35
Slovakia, 16848, 1132.03
Slovakia, 18802, 1592.66
Slovakia, 35785, 1675.32
Slovakia, 28716, 664.28
Slovakia, 25719, 590.23
Slovakia, 24640, 1215.26
Slovakia, 23482, 1588.21
Slovakia, 27317, 1565.74
Slovakia, 33615, 810.75
Slovakia, 32453, 938.31
Slovakia, 32360, 1601.36
Slovakia, 33871, 630.65
Slovakia, 45674, 1221.25
Slovakia, 40839, 1375.68
Slovakia, 40533, 1802.63
Slovakia, 38228, 826.44
Slovakia, 43398, 722.54
Slovakia, 48043, 1402.87
Slovakia, 47693, 489.37
Slovakia, 45736, 870.76
Slovakia, 48274, 1246.01
Aruba, 30217, 1795.37
Aruba, 12752, 41.95
Aruba, 6378, 806.03
Aruba, 4796, 940.47
Aruba, 3091, 1850.71
Aruba, 1071, 851.29
Aruba, 6356, 1610.51
Aruba, 5941, 705.97
Aruba, 12374, 73.76
Aruba, 12003, 1031.05
Aruba, 7278, 801.51
Aruba, 12573, 708.12
Aruba, 18262, 1573.63
Aruba, 14770, 186.09
Aruba, 14690, 1936.52
Aruba, 14433, 102.23
Aruba, 18007, 626.69
Aruba, 27306, 1525.81
Aruba, 21409, 205.0
Aruba, 20921, 1278.27
Aruba, 30129, 1523.37
Aruba, 37854, 1641.05
Aruba, 33682, 1602.47
Aruba, 31483, 833.39
Aruba, 31463, 1789.21
Aruba, 31111, 1593.56
Aruba, 31692, 1947.58
Aruba, 36122, 1300.0
Aruba, 34337, 1544.59
Aruba, 33860, 843.47
Aruba, 36332, 71.08
Aruba, 43745, 812.86
Aruba, 41750, 1916.46
Aruba, 41480, 1466.33
Aruba, 40616, 1420.02
Aruba, 41988, 666.51
Aruba, 46561, 790.55
Aruba, 44820, 469.27
Aruba, 44006, 683.85
Aruba, 47414, 1153.28
Nepal, 20872, 327.13
Nepal, 9845, 355.98
Nepal, 6968, 943.2
Nepal, 4412, 1059.83
Nepal, 286, 1080.56
Nepal, 148, 475.52
Nepal, 6836, 772.83
Nepal, 5066, 1884.14
Nepal, 9094, 163.64
Nepal, 8799, 1470.93
Nepal, 8588, 25.55
Nepal, 9754, 1840.51
Nepal, 14195, 492.57
Nepal, 12415, 1772.23
Nepal, 10727, 726.12
Nepal, 9847, 1554.64
Nepal, 13835, 181.96
Nepal, 18627, 1876.45
Nepal, 16970, 240.83
Nepal, 16924, 1437.4
Nepal, 19529, 443.0
Nepal, 40321, 1428.11
Nepal, 27260, 149.6
Nepal, 22584, 1432.76
Nepal, 22521, 772.02
Nepal, 22182, 66.46
Nepal, 26541, 199.64
Nepal, 31626, 1990.33
Nepal, 29680, 138.26
Nepal, 29024, 1646.42
Nepal, 35790, 1833.65
Nepal, 44752, 1022.22
Nepal, 43789, 1553.67
Nepal, 43146, 338.66
Nepal, 41221, 312.3
Nepal, 43904, 316.34
Nepal, 45698, 919.85
Nepal, 45381, 197.97
Nepal, 44815, 749.85
Nepal, 47350, 1214.72
India, 21396, 431.16
India, 9841, 624.89
India, 1974, 862.61
India, 1171, 755.99
India, 313, 369.02
India, 231, 879.67
India, 1847, 772.33
India, 1836, 1847.3
India, 5339, 930.26
India, 3279, 609.72
India, 3137, 324.59
India, 9744, 1115.84
India, 15243, 1124.06
India, 14027, 1086.58
India, 10757, 1791.66
India, 10132, 799.76
India, 14981, 1545.05
India, 18105, 1933.68
India, 17905, 1832.92
India, 15270, 1401.84
India, 20042, 711.79
India, 29850, 1109.23
India, 23679, 1744.06
India, 23535, 21.89
India, 23327, 747.52
India, 21990, 1308.79
India, 23654, 1025.25
India, 26993, 38.54
India, 26048, 1095.93
India, 25535, 1064.54
India, 29394, 921.01
India, 39795, 396.0
India, 38312, 736.09
India, 37667, 712.15
India, 34197, 1729.82
India, 38424, 135.83
India, 43700, 1802.85
India, 41503, 1726.28
India, 40699, 317.77
India, 45049, 468.41
Gambia, 28543, 1734.2
Gambia, 12170, 1145.63
Gambia, 10859, 506.61
Gambia, 5404, 633.53
Gambia, 3807, 1760.19
Gambia, 376, 482.8
Gambia, 8489, 642.19
Gambia, 6079, 196.03
Gambia, 11985, 149.95
Gambia, 11566, 459.68
Gambia, 11365, 542.04
Gambia, 12140, 11.3
Gambia, 20185, 313.73
Gambia, 19463, 41.64
Gambia, 18721, 839.77
Gambia, 15307, 1583.56
Gambia, 20142, 1962.82
Gambia, 24584, 1650.38
Gambia, 22772, 1700.3
Gambia, 22428, 187.15
Gambia, 26636, 730.95
Gambia, 40896, 638.37
Gambia, 31188, 1495.37
Gambia, 30307, 172.75
Gambia, 28891, 436.74
Gambia, 28544, 978.04
Gambia, 30787, 503.45
Gambia, 38384, 985.0
Gambia, 32852, 1435.5
Gambia, 32707, 1648.98
Gambia, 39407, 1382.06
Gambia, 43253, 18.94
Gambia, 42582, 904.01
Gambia, 42379, 242.48
Gambia, 40957, 505.4
Gambia, 43239, 205.69
Gambia, 44466, 638.67
Gambia, 43826, 223.39
Gambia, 43314, 1181.38
Gambia, 49685, 1485.67
Israel, 21543, 132.8
Israel, 7803, 834.01
Israel, 5236, 745.57
Israel, 3931, 600.83
Israel, 2930, 1959.67
Israel, 1257, 32.37
Israel, 4660, 1305.56
Israel, 4494, 1298.48
Israel, 6987, 1909.88
Israel, 6771, 975.92
Israel, 5839, 983.54
Israel, 7519, 826.76
Israel, 18168, 487.44
Israel, 12737, 1695.27
Israel, 11706, 1350.11
Israel, 8156, 678.71
Israel, 15909, 694.38
Israel, 19306, 1168.45
Israel, 18480, 459.29
Israel, 18201, 1243.04
Israel, 20857, 959.24
Israel, 36430, 597.15
Israel, 30463, 1852.44
Israel, 27699, 336.18
Israel, 23045, 458.77
Israel, 23022, 331.58
Israel, 30401, 343.18
Israel, 32828, 1198.31
Israel, 31367, 1763.98
Israel, 30943, 1947.32
Israel, 34034, 1441.4
Israel, 47066, 1055.59
Israel, 44038, 350.61
Israel, 41360, 789.03
Israel, 39819, 54.75
Israel, 44280, 132.2
Israel, 48826, 1041.54
Israel, 48357, 362.73
Israel, 47777, 1226.26
Israel, 49992, 528.96
Kosovo, 17870, 1180.79
Kosovo, 7899, 1969.9
Kosovo, 5247, 1439.46
Kosovo, 4225, 1978.44
